Site,Country,Zone,Latitude,Longitude,Distance,Walk,Easytofind,Publicaccess,Specialaccess,Wavequality,Experience,Frequency,Type,Direction,Bottom,Power,Normallength,Gooddaylength,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Webcam url,DANGERS,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec
hottentot_bay,Namibia,Baja Norte,-26.13486667,14.9439,Surf trip,Good walk (15-30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Very consistent (150 day/year),Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,1,2,4,0,6,2,3,0,2,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,20,17,18,23,16,16,16,16,23,20,16
last_toilet,Namibia,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,4,3,5,4,5,0,3,2,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,17,18,20,16,17,11,18,22,20,24,14
lockjoint,Namibia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,3,1,2,4,3,1,1,4,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,16,20,19,16,18,11,17,20,20,18,14
Luderitz_Wedge,Namibia,Baja Norte,-26.30445,14.953,Day trip,Long walk (&gt;30 mn),OK,Private access,4x4,Totally Epic,Pros or kamikaze only...,Very consistent (150 day/year),Don't know,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,3,2,3,2,4,6,2,-1,1,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,20,19,23,23,14,18,13,18,20,21,18
Mowe_Bay,Namibia,Baja Norte,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Private access,4x4,Regional Classic,Pros or kamikaze only...,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ledgey; Slab,Long (150 to 300 m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,1,1,2,2,5,2,0,4,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,18,22,21,22,19,17,13,18,22,24,16
oranjemund_mouth,Namibia,Baja Norte,,,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Beach-break,Right and left,Sandy,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,4,2,1,3,3,3,1,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,20,17,20,21,14,17,13,22,19,21,13
ovahimba_point,Namibia,Baja Norte,-18.83286667,12.38716667,Surf trip,Long walk (&gt;30 mn),Hard to find,Private access,4x4,Totally Epic,Pros or kamikaze only...,Regular,Point-break,Left,Flat rocks with sand,Hollow; Fast; Powerful; Ledgey,Long (150 to 300 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,1,3,4,0,3,4,-1,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,19,21,21,19,19,15,13,16,24,20,15
pebbles,Namibia,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,All surfers,Regular,Reef-rocky,Right and left,Sandy with rock,Ordinary; Powerless,,Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,3,1,1,4,3,4,1,3,2,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,16,22,21,16,13,13,16,21,25,20,12
pelican_point,Namibia,Baja Norte,-22.89183333,14.43535,Day trip,Instant access (&amp;lt; 5min),Hard to find,,4x4,Regional Classic,All surfers,Very consistent (150 day/year),Sand-bar,Left,Sandy,Hollow; Fast; Ledgey,Very Long (300 to 500 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,3,0,4,1,3,2,3,2,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,20,20,21,16,11,15,19,23,18,14
pipeline,Namibia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Choss,Pros or kamikaze only...,Sometimes break,Reef-rocky,Left,Sandy with rock,Hollow; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,1,0,1,3,3,3,0,2,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,18,16,21,23,12,17,12,19,24,22,13
point,Namibia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Left,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,4,0,2,1,3,0,2,4,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,17,22,20,13,13,18,19,20,20,15
spencer_bay,Namibia,Baja Norte,-25.73148333,14.83806667,Week-end trip,Long walk (&gt;30 mn),Hard to find,Private access,4x4,Totally Epic,Experienced surfers,Regular,Point-break,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast,Long (150 to 300 m),Exceptional (&gt;500m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,0,2,1,4,0,4,0,-1,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,20,21,18,16,13,13,20,23,17,18
stink-piel,Namibia,Baja Norte,,,Take a car,Instant access (&amp;lt; 5min),OK,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right,Flat rocks,Hollow; Fast,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,-1,0,3,5,2,3,0,1,0,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,18,15,21,20,19,16,15,20,22,22,16
thicklip,Namibia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Left,Flat rocks,Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,-1,4,1,2,1,2,2,1,0,2,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,22,21,18,16,15,17,19,19,24,16
tiger_reef,Namibia,Baja Norte,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Choss,,Sometimes break,Reef-rocky,Right and left,Flat rocks with sand,Fast,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,1,3,3,4,4,3,2,1,5,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,18,15,23,21,19,16,14,21,23,19,17
Torra_Bay,Namibia,Baja Norte,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Private access,4x4,World Class,Experienced surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,0,2,1,3,4,0,-1,0,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,10,15,18,25,20,13,12,16,22,19,24,18
Toscanini_Point,Namibia,Baja Norte,,,Week-end trip,Instant access (&amp;lt; 5min),OK,Private access,4x4,World Class,Experienced surfers,Regular,Point-break,Left,Flat rocks,Hollow; Fast; Powerful; Ledgey,Long (150 to 300 m),Very Long (300 to 500 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,3,4,4,4,4,4,-1,2,3,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,21,15,24,23,19,13,18,16,21,18,18
vineta_point,Namibia,Baja Norte,-22.64463333,14.52545,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-rocky,Right and left,Flat rocks,Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,2,4,4,3,3,3,0,-1,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,19,23,16,12,16,18,20,25,23,14
wreck,Namibia,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Flat rocks,Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,0,3,1,1,3,2,-1,4,2,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,16,15,22,23,19,15,14,16,19,19,15
wreck_north,Namibia,Baja Norte,,,In the city,Short walk (5-15 mn),OK,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-rocky,Left,Sandy with rock,Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,4,4,3,3,2,3,1,3,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,19,19,19,23,15,13,12,20,20,21,19
ilado_beach,Nigeria,Baja Norte,,,Day trip,,Hard to find,Public access,By boat only,Normal,Experienced surfers,Don't know,Sand-bar,Right and left,Sandy,Hollow; Fast; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,1,2,1,1,1,5,2,3,2,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,17,16,23,17,18,12,15,21,22,21,14
Lighthouse_beach,Nigeria,Baja Norte,6.394466667,3.394783333,Day trip,Long walk (&gt;30 mn),OK,Public access,By boat only,Normal,Experienced surfers,Regular,Sand-bar,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,0,3,2,3,3,4,4,1,3,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,19,23,23,17,13,19,17,20,19,12
shipwreck,Nigeria,Baja Norte,6.400683333,3.13795,Surf trip,Short walk (5-15 mn),Hard to find,Public access,By boat only,Regional Classic,All surfers,Very consistent (150 day/year),Reef-artificial,Right,Sandy,Fun; Powerless,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,4,1,3,3,3,4,2,0,3,3,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,21,19,22,17,17,15,12,17,19,21,19
tarqua_bay,Nigeria,Baja Norte,6.402133333,3.394783333,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,Regional Classic,All surfers,Don't know,Breakwater/jetty,Right,Sandy,Hollow; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,3,3,2,4,3,2,1,0,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,17,19,21,17,17,16,17,18,21,18,17
aigrettes_left,Reunion,Baja Norte,-21.037,55.21676667,,,OK,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-coral,Left,,,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,-1,2,0,1,4,4,4,-1,0,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,15,19,23,18,13,12,17,21,22,18,15
Aigrettes_Right,Reunion,Baja Norte,-21.03446667,55.21806667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,1,3,2,3,5,0,1,3,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,18,17,19,20,17,12,16,21,24,17,19
black_rocks_jetty,Reunion,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,-1,1,3,2,1,6,1,3,3,1,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,19,15,24,16,14,18,17,22,25,23,18
black_rocks_right,Reunion,Baja Norte,-21.05348333,55.22251667,In the city,,Easy to find,,Don't know,Normal,,Don't know,,,,Ordinary; Fun; Powerless,,,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,3,4,1,0,5,4,3,0,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,21,16,19,22,14,16,16,18,22,18,18
Boucan_left,Reunion,Baja Norte,-21.02835,55.22458333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,1,1,3,3,4,4,0,0,1,5,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,16,21,25,17,13,17,18,21,23,19,18
Boucan_right,Reunion,Baja Norte,-21.02695,55.22511667,,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Don't know,Reef-coral,Right,,Hollow,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,1,0,1,4,2,3,2,-1,4,3,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,15,22,18,22,13,13,12,17,26,24,17
bourbier,Reunion,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Very consistent (150 day/year),Point-break,Right,Boulders,Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,3,0,2,3,3,3,6,0,2,4,1,4,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,15,23,18,14,14,12,17,20,20,19
butor,Reunion,Baja Norte,-21.03886667,55.7226,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Boulders,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,3,3,2,3,0,2,3,-1,4,1,5,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,19,18,21,18,18,18,18,17,22,22,16
Cahera,Reunion,Baja Norte,-21.04875,55.21828333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Rarely break (5day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Fast; Powerful,Short (&amp;lt; 50m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,0,3,5,0,3,4,1,1,5,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,16,20,19,23,21,19,16,17,18,19,21,19
cap_requin,Reunion,Baja Norte,,,Take a car,Short walk (5-15 mn),OK,,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,0,3,1,3,5,3,2,1,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,17,20,22,20,16,16,14,14,17,26,19,12
derriere,Reunion,Baja Norte,-21.02608333,55.22601667,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fast; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,1,1,3,3,1,3,4,0,0,2,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,12,16,15,24,16,14,15,19,19,25,19,16
etang_sale,Reunion,Baja Norte,-21.26381667,55.32843333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,0,3,4,4,4,3,0,0,1,3,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,13,18,15,20,18,14,13,17,18,23,21,14
etang_sale_bridge_-_le_tournant,Reunion,Baja Norte,-21.25813333,55.32821667,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,3,3,0,3,3,6,0,2,1,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,14,19,15,18,18,19,11,17,16,24,20,12
Hermitage_left,Reunion,Baja Norte,-21.08588333,55.2231,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,3,0,0,4,3,3,0,1,1,3,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,15,22,22,18,18,14,16,22,22,17,15
Hermitage_right,Reunion,Baja Norte,-21.08551667,55.22235,,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,2,2,2,2,4,3,2,4,2,2,1,2,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,19,21,23,22,13,15,16,21,19,24,18
kelonia___la_ferme_corail,Reunion,Baja Norte,-21.15433333,55.27823333,Take a car,Instant access (&amp;lt; 5min),Easy to find,,Paddle &gt; 20mn or Boat,World Class,Pros or kamikaze only...,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,2,1,3,3,2,2,1,-1,2,1,6,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,20,20,20,21,15,13,12,17,22,17,16
La_Cafrine,Reunion,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),OK,,Don't know,Sloppy,All surfers,Don't know,Reef-coral,Right and left,,Fun; Powerless,Short (&amp;lt; 50m),,"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,1,0,4,3,1,0,5,0,3,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,11,20,21,22,20,14,14,18,22,21,23,14
la_gare,Reunion,Baja Norte,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Rivermouth,Right,Boulders,Powerful,Normal (50 to 150m),Long (150 to 300 m),"SouthWest, South","East, NorthEast",Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Empty,Few surfers,,,0,0,2,3,5,3,3,0,3,1,4,3,Fullsuit,Fullsuit,Springsuit,Boardshorts,Springsuit,Fullsuit,15,21,17,23,21,12,17,19,20,21,22,13
