Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
cochino,Central_America,Puerto_Rico,,,,18.4555,-66.17978333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Regional Classic,All surfers,Rarely break (5day/year),Beach-break,Right,Flat rocks with sand,Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthEast,South; SouthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,2,1,2,3
dirty_bryans,Central_America,Puerto_Rico,,,,18.39525,-67.19411667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Pros or kamikaze only...,Regular,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Slab,Normal (50 to 150m),Long (150 to 300 m),NorthWest,SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,All tides,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,4,3,2,3
crashboats,Central_America,Puerto_Rico,,,,18.45728333,-67.16426667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Breakwater/jetty,Right,Sandy,Fast; Powerful; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,NorthWest; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,2,2,2,3
Cueva_del_Indio,Central_America,Puerto_Rico,,,,18.49151667,-66.64323333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Low and mid tide,Falling tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,2,2,3
dogmans,Central_America,Puerto_Rico,,,,18.35523333,-67.27025,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,4,5,3,3,2,3
domes,Central_America,Puerto_Rico,,,,18.36526667,-67.26966667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Sometimes break,Point-break,Right,Flat rocks,Hollow; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest,West; SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,3,2,2,3
el_cocal,Central_America,Puerto_Rico,,,,18.01475,-65.84451667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Reef (coral;sharp rocks etc..) with sand,Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,2,4,2,2
left_indo,Central_America,Puerto_Rico,,,,18.38173333,-65.61451667,Day trip,Good walk (15-30 mn),Hard to find,Private access,Don't know,Regional Classic,Pros or kamikaze only...,Sometimes break,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),North; East; NorthEast,SouthWest; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,4,4,4,2,1,2
el_penon_amador,Central_America,Puerto_Rico,,,,18.49088333,-66.86778333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Pros or kamikaze only...,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,All tides,,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,4,2,2,3
el_unico,Central_America,Puerto_Rico,,,,18.46831667,-66.23708333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,3,3,1,2
Fiji,Central_America,Puerto_Rico,,,,18.46926667,-66.08978333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Pros or kamikaze only...,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Long (150 to 300 m),North,South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,4,4,3,2,3
gas_chambers,Central_America,Puerto_Rico,,,,18.45985,-67.16556667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,World Class,Pros or kamikaze only...,Rarely break (5day/year),,,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,South; SouthEast; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Crowded,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,4,1,2,3
inches,Central_America,Puerto_Rico,,,,17.9702,-65.96125,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Sometimes break,Reef-coral,Left,Reef (coral; sharp rocks etc..),Powerful; Fun,Long (150 to 300 m),Very Long (300 to 500 m),SouthEast; East,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,3,2,3,4
indicators,Central_America,Puerto_Rico,,,,18.363,-67.27156667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; West,South; SouthEast; East,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,High tide only,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,2,1,2
isabella,Central_America,Puerto_Rico,,,,18.50155,-67.0239,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,All surfers,Regular,Reef-coral,Right,Flat rocks with sand,Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,SouthWest; South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,4,2,3,1,2
islitas,Central_America,Puerto_Rico,,,,18.4487,-66.01531667,In the city,Short walk (5-15 mn),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; West,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,High tide only,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,5,3,4,2,3
jobo_s,Central_America,Puerto_Rico,,,,18.51448333,-67.07741667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Beach-break,Right,Sandy with rock,Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,North,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,,,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,3,3,3,2,3
kikita_beach,Central_America,Puerto_Rico,,,,18.47761667,-66.26246667,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Don't know,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,3,2,3,2,3
la_bomba,Central_America,Puerto_Rico,,,,18.45696667,-66.06368333,In the city,Short walk (5-15 mn),Easy to find,Private access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Right and left,Flat rocks with sand,Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North,North; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,4,2,3,2,3
la_ocho,Central_America,Puerto_Rico,,,,18.4688,-66.09211667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun; Powerless,Normal (50 to 150m),Very Long (300 to 500 m),North; NorthWest; West; NorthEast,South; SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising tide,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,4,2,4,2,4
la_peinilla,Central_America,Puerto_Rico,,,,18.4926,-66.39643333,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Sloppy,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,2,2,4,1,2
La_Santa,Central_America,Puerto_Rico,,,,17.9527,-66.82828333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South; SouthEast,SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,2,2,2
las_pasas,Central_America,Puerto_Rico,,,,18.48703333,-66.34328333,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,World Class,Experienced surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),North; NorthWest; West; East; NorthEast,SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Low and mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,2,5,3,3,2,4
little_malibu,Central_America,Puerto_Rico,,,,18.34391667,-67.26065,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Totally Epic,Experienced surfers,Rarely break (5day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ordinary; Fun; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; SouthWest,NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,6,6,3,1,1,2
Los_Bohios,Central_America,Puerto_Rico,,,,17.99203333,-65.89065,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fast,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,Falling tide,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,3,2,4,2,3
los_tubos,Central_America,Puerto_Rico,,,,18.47036667,-66.47565,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,,,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,3,2,3
luquillo,Central_America,Puerto_Rico,,,,18.37636667,-65.71366667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,4,3,2,4,1,2
la_selva,Central_America,Puerto_Rico,,,,18.36895,-65.69341667,Take a car,Long walk (&gt;30 mn),Hard to find,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,SouthWest; South; SouthEast,Starts working at  and holds up to ,Mid tide,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,3,2,3
manglito,Central_America,Puerto_Rico,,,,18.46428333,-67.1686,Take a car,Instant access (&amp;lt; 5min),Hard to find,,Don't know,World Class,Pros or kamikaze only...,Sometimes break,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest,East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Low and mid tide,,Few surfers,Few surfers,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,5,4,2,2,2
maria_s,Central_America,Puerto_Rico,,,,18.35743333,-67.26936667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),North; NorthWest; West,South; SouthEast; East,Starts working at  and holds up to ,,,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Central_America/Puerto_Rico/index.html,,,,,,,3,2,3,3,3,3,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,79,79,82,82,84,81,77,79,82,82,82,79,5,4,3,2,3,4
