Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,Zone url,BestSurfing_JanFeb, BestSurfing_MarApr, BestSurfing_MayJun, BestSurfing_JulAug, BestSurfing_SepOct, BestSurfing_NovDec, TypicalSwell_JanFeb, TypicalSwell_MarApr, TypicalSwell_MayJun, TypicalSwell_JulAug, TypicalSwell_SepOct, TypicalSwell_NovDec, SurfEquipment_JanFeb, SurfEquipment_MarApr, SurfEquipment_MayJun, SurfEquipment_JulAug, SurfEquipment_SepOct, SurfEquipment_NovDec, WaterTemp_JanFeb, WaterTemp_MarApr, WaterTemp_MayJun, WaterTemp_JulAug, WaterTemp_SepOct, WaterTemp_NovDec, AirTemp_JanFeb, AirTemp_MarApr, AirTemp_MayJun, AirTemp_JulAug, AirTemp_SepOct, AirTemp_NovDec
chirere,South_America,Venezuela,,,,10.6222,-66.19525,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
choroni_malecon,South_America,Venezuela,,,,10.51046667,-67.60593333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Point-break,Right,Flat rocks,Hollow; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),NorthEast,NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
Cumboto,South_America,Venezuela,,,,10.48275,-68.03803333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid tide,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
toda_san,South_America,Venezuela,,,,10.50003333,-67.69413333,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,North; NorthWest; West; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
guacuco,South_America,Venezuela,,,,11.0548,-63.81526667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Sand-bar,Right and left,Sandy,Fast; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South; SouthEast,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,Low tide only,Rising tide,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
Isla_Margarita_-_playa_el_agua,South_America,Venezuela,,,,11.1496,-63.85768333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Don't know,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
isla_margerita_-_playa_parguito,South_America,Venezuela,,,,11.147,-63.86421667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at  and holds up to ,All tides,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
la_bocaina,South_America,Venezuela,,,,10.46413333,-67.93058333,Don't know,Good walk (15-30 mn),Hard to find,Public access,4x4,Regional Classic,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthEast,SouthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
la_sienaga,South_America,Venezuela,,,,10.48063333,-67.8088,Surf trip,Good walk (15-30 mn),Hard to find,Public access,By boat only,Normal,Pros or kamikaze only...,Rarely break (5day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to ,,,Empty,Empty,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
la_sabana_baja,South_America,Venezuela,,,,10.61438333,-66.37338333,Take a car,Instant access (&amp;lt; 5min),OK,Public access,4x4,Regional Classic,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Fast; Fun,Normal (50 to 150m),Very Long (300 to 500 m),North; NorthEast,North; South; SouthEast; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
los_caracas,South_America,Venezuela,,,,10.62853333,-66.57455,Take a car,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Regional Classic,All surfers,Don't know,Reef-rocky,Right and left,Flat rocks,Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,SouthWest; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,,,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
los_cocos,South_America,Venezuela,,,,10.61748333,-66.83808333,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,All surfers,Regular,Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
los_coquitos,South_America,Venezuela,,,,10.61796667,-66.83838333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Breakwater/jetty,Left,Sandy,Powerful,Normal (50 to 150m),Normal (50 to 150m),North,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
palma_sola,South_America,Venezuela,,,,10.5086,-68.17361667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; West,SouthWest; South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
playa_parguito,South_America,Venezuela,,,,11.1307,-63.84395,Take a car,Good walk (15-30 mn),Easy to find,Public access,4x4,Normal,All surfers,Rarely break (5day/year),Beach-break,Right and left,Sandy,Powerful,,Long (150 to 300 m),NorthWest,North,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
patanemo,South_America,Venezuela,,,,10.45688333,-67.92233333,Day trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest,North; NorthWest,Starts working at  and holds up to ,Low and mid tide,Rising tide,Empty,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
piedras_negras,South_America,Venezuela,,,,11.06006667,-63.81723333,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Breakwater/jetty,Right and left,Sandy with rock,Ordinary,Normal (50 to 150m),Very Long (300 to 500 m),North; East; NorthEast,West; SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Empty,,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
puerto_cruz,South_America,Venezuela,,,,11.12653333,-63.92296667,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,All surfers,Sometimes break,Point-break,Right and left,Flat rocks,Powerful; Ordinary,Short (&amp;lt; 50m),Long (150 to 300 m),North,,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
pui_pui,South_America,Venezuela,,,,10.70043333,-62.9672,Week-end trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Don't know,Sand-bar,Right and left,Sandy,Fast; Powerful; Fun,Normal (50 to 150m),Long (150 to 300 m),SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
punta_care,South_America,Venezuela,,,,10.62306667,-66.69293333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Point-break,Right and left,Flat rocks with sand,Fun,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising tide,Few surfers,Crowded,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
Gillette,South_America,Venezuela,,,,11.95385,-66.68135,In the city,Good walk (15-30 mn),OK,Public access,By plane only,Normal,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Powerful,Normal (50 to 150m),Long (150 to 300 m),North; NorthEast,West; SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,High tide only,Rising tide,Empty,Few surfers,http://www.wannasurf.com/spot/South_America/Venezuela/index.html,2,1,2,1,1,2,2,2,3,4,2,2,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,Short de bain,81,81,81,82,82,-17,79,81,-17,82,82,81
11th_ave,Africa,South_Africa,SW_Coast,,,-33.67178333,18.4076,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; SouthEast,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/Africa/South_Africa/SW_Coast/index.html,1,2,2,2,2,1,1,2,3,5,3,2,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,59,61,64,64,63,61,90,77,68,64,72,82
Grotto_Bay,Africa,South_Africa,SW_Coast,,,-33.50031667,18.3125,Take a car,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/South_Africa/SW_Coast/index.html,1,2,2,2,2,1,1,2,3,5,3,2,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,59,61,64,64,63,61,90,77,68,64,72,82
Slabberts,Africa,South_Africa,SW_Coast,,,-33.72098333,18.4396,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Few surfers,Few surfers,http://www.wannasurf.com/spot/Africa/South_Africa/SW_Coast/index.html,1,2,2,2,2,1,1,2,3,5,3,2,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,59,61,64,64,63,61,90,77,68,64,72,82
tube_wave,Africa,South_Africa,SW_Coast,,,-33.72468333,18.44001667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Sand-bar,Right,Sandy,Powerful; Ordinary; Fun,Normal (50 to 150m),Normal (50 to 150m),NorthWest,SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising tide,Few surfers,Ultra crowded,http://www.wannasurf.com/spot/Africa/South_Africa/SW_Coast/index.html,1,2,2,2,2,1,1,2,3,5,3,2,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,59,61,64,64,63,61,90,77,68,64,72,82
Yzerfontein,Africa,South_Africa,SW_Coast,,,-33.34606667,18.14676667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Reef-rocky,Left,Flat rocks with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Very Long (300 to 500 m),West; SouthWest,NorthEast; Don't know,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Don't know,Don't know,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/South_Africa/SW_Coast/index.html,1,2,2,2,2,1,1,2,3,5,3,2,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,Fullsuit,59,61,64,64,63,61,90,77,68,64,72,82
16_MILE_BEACH,Africa,South_Africa,West_Coast,,,-33.35901667,18.15466667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Regional Classic,All surfers,Don't know,Beach-break,Don't know,Sandy with rock,Fun,Normal (50 to 150m),Don't know,Don't know,Don't know,Starts working at Don't know and holds up to Don't know,Don't know,Don't know,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
Boskraal_Strand,Africa,South_Africa,West_Coast,,,-31.53641667,18.07348333,Day trip,Good walk (15-30 mn),Easy to find,Public access,4x4,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy with rock,Hollow; Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South,North,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid tide,Falling tide,Empty,Empty,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
Cape_st__Martin_reef,Africa,South_Africa,West_Coast,,,-32.71725,17.9193,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Ordinary,Normal (50 to 150m),Long (150 to 300 m),NorthWest,South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Don't know,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
Doring_Bay,Africa,South_Africa,West_Coast,,,-31.81638333,18.23283333,Week-end trip,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Ordinary,Normal (50 to 150m),Very Long (300 to 500 m),NorthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
elands_bay,Africa,South_Africa,West_Coast,,,-32.31405,18.32896667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),,SouthWest; South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Crowded,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
Trekoskraal,Africa,South_Africa,West_Coast,,,-32.91086667,17.865,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Right,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),,NorthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising and falling tides,Empty,Empty,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
Heaven,Africa,South_Africa,West_Coast,,,-32.70363333,17.96685,Day trip,Good walk (15-30 mn),Hard to find,Don't know,4x4,World Class,Experienced surfers,Very consistent (150 day/year),Point-break,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Long (150 to 300 m),Very Long (300 to 500 m),NorthWest; West,West; SouthWest; South,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,,,Empty,Few surfers,http://www.wannasurf.com/spot/Africa/South_Africa/West_Coast/index.html,1,2,2,2,2,1,1,2,4,5,3,2,Equipamento de sobrevivência,Equipamento de sobrevivência,Fato integral,Fato integral,Equipamento de sobrevivência,Equipamento de sobrevivência,54,59,64,64,59,54,95,82,68,64,77,90
