Spot,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,
pantai_purus,Indonesia,Sumatra_Mainland,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Rivermouth,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Few surfers,
Richards_Right,Indonesia,Sumatra_Mainland,,,-5.35001666667,104.02585,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Empty,Empty,
the_peak,Indonesia,Sumatra_Mainland,,,-5.2366,103.909383333,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),South,North,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising tide,Empty,Empty,
ujung_bocur,Indonesia,Sumatra_Mainland,,,-5.30481666667,103.991866667,Surf trip,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,All surfers,Very consistent (150 day/year),Point-break,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest; South,South; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Few surfers,
Volcanos,Indonesia,Sumatra_Mainland,,,-5.30206666667,104.000533333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid tide,Rising and falling tides,Empty,Empty,
way_jambu,Indonesia,Sumatra_Mainland,,,-5.34908333333,104.030233333,Take a car,Short walk (5-15 mn),OK,Don't know,Don't know,Regional Classic,Pros or kamikaze only...,Very consistent (150 day/year),Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Empty,Few surfers,
Afulu,Indonesia,Sumatra_Islands,,,1.25971666667,97.2298666667,Don't know,Don't know,Don't know,Don't know,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Fast,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Don't know,Don't know,Few surfers,Few surfers,
asu,Indonesia,Sumatra_Islands,,,0.867366666667,97.33355,Surf trip,,Hard to find,Public access,Paddle &gt; 20mn or Boat,Totally Epic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),SouthWest; South,SouthWest; South,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising tide,Empty,Empty,
Banyaks,Indonesia,Sumatra_Islands,,,2.19673333333,97.2949166667,Surf trip,Short walk (5-15 mn),OK,Private access,By boat only,Regional Classic,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Fun,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,SouthWest; South; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Empty,Empty,
bawa,Indonesia,Sumatra_Islands,,,0.812533333333,97.3472,Surf trip,Instant access (&amp;lt; 5min),OK,Public access,By boat only,World Class,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),Powerful,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid tide,Rising tide,Few surfers,Few surfers,
Bay_of_Plenty,Indonesia,Sumatra_Islands,,,2.054,97.3237666667,Don't know,Don't know,Don't know,Don't know,Don't know,World Class,Experienced surfers,Regular,Point-break,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest; South,North; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Few surfers,Few surfers,
chunkaas,Indonesia,Sumatra_Islands,,,,,Take a car,,Easy to find,Public access,By boat only,Normal,Experienced surfers,Don't know,Reef-coral,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Fun,Normal (50 to 150m),Normal (50 to 150m),SouthWest,SouthEast; East,Starts working at  and holds up to ,Low and mid tide,Falling tide,Empty,Empty,
hinako_islands,Indonesia,Sumatra_Islands,,,0.847283333333,97.3502,Surf trip,,Hard to find,,By boat only,Totally Epic,Experienced surfers,Don't know,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Long (150 to 300 m),Very Long (300 to 500 m),SouthWest; South; SouthEast,North; South; SouthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,,,Empty,Empty,
Jackals,Indonesia,Sumatra_Islands,,,2.45006666667,96.2229,Take a car,Instant access (&amp;lt; 5min),Hard to find,Public access,Don't know,World Class,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),SouthWest,North; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,Rising tide,Few surfers,Few surfers,
Kiddies_Corner,Indonesia,Sumatra_Islands,,,0.572216666667,97.7325333333,Don't know,Don't know,Don't know,Don't know,Don't know,Sloppy,Beginners wave,Regular,Point-break,Right,Reef (coral;sharp rocks etc..) with sand,Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; West; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,,Few surfers,Few surfers,
the_point,Indonesia,Sumatra_Islands,,,0.5645,97.7299166667,Surf trip,Instant access (&amp;lt; 5min),OK,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Few surfers,Few surfers,
machines,Indonesia,Sumatra_Islands,,,,,,Good walk (15-30 mn),OK,Public access,Don't know,Totally Epic,Experienced surfers,Sometimes break,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Falling tide,Empty,Empty,
No_Name,Indonesia,Sumatra_Islands,,,-0.591283333333,98.4133,Surf trip,Don't know,OK,Public access,By boat only,Regional Classic,,Regular,Reef-coral,Left,,Hollow; Powerful; Fun,,,,,Starts working at  and holds up to ,,,,,
rockstar,Indonesia,Sumatra_Islands,,,0.6008,97.8796,Take a car,,,,Don't know,World Class,Experienced surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at  and holds up to ,,,Empty,Empty,
Shark_Pit,Indonesia,Sumatra_Islands,,,0.6023,97.6843333333,Surf trip,Long walk (&gt;30 mn),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Left,Reef (coral; sharp rocks etc..),Hollow; Ordinary; Fun,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest; South,South; SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Empty,
suicide,Indonesia,Sumatra_Islands,,,-0.04395,98.3056666667,Surf trip,Instant access (&amp;lt; 5min),Easy to find,Private access,Paddle &gt; 20mn or Boat,Regional Classic,,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 1m+ / 3ft+,High tide only,Rising tide,Empty,Empty,
telos_island_nias,Indonesia,Sumatra_Islands,,,-0.0659,98.25695,Day trip,Don't know,Easy to find,Private access,By boat only,World Class,All surfers,Regular,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at  and holds up to ,,,,,
5_rocks,Japan,Okinawa,,,26.33155,127.74185,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun,Short (&amp;lt; 50m),Long (150 to 300 m),West,East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,High tide only,Rising tide,Few surfers,Crowded,
aha-yoko,Japan,Okinawa,,,,,Day trip,Good walk (15-30 mn),Hard to find,,Don't know,World Class,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),East; NorthEast,,Starts working at 3m-3.5m / 10ft-12ft and holds up to ,,,Empty,Empty,
bowls,Japan,Okinawa,,,,,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right,Reef (coral; sharp rocks etc..),Hollow; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,
ekie_island,Japan,Okinawa,,,26.3863333333,128.002966667,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East,NorthWest; West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,Mid and high tide,Rising and falling tides,Empty,Few surfers,
jacks_hole,Japan,Okinawa,,,,,In the city,Short walk (5-15 mn),Easy to find,Public access,Don't know,Normal,Experienced surfers,Regular,Reef-coral,Right,Reef (coral;sharp rocks etc..) with sand,Ordinary,Normal (50 to 150m),Very Long (300 to 500 m),South; SouthEast; East; NorthEast,NorthWest; West; SouthWest; South,Starts working at 2.5m-3m / 8ft-10ft and holds up to 5m / 16 ft and over,High tide only,Rising and falling tides,Few surfers,Few surfers,
jimmys,Japan,Okinawa,,,,,In the city,Long walk (&gt;30 mn),Easy to find,,Don't know,Regional Classic,Pros or kamikaze only...,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West,South,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,High tide only,Rising tide,Empty,Empty,
Kudaka_Left,Japan,Okinawa,,,26.15055,127.886566667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Left,,Fast,,,SouthEast,,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,,,,,
miyuki_s,Japan,Okinawa,,,,,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,
suicide_cliffs,Japan,Okinawa,,,26.0792166667,127.686016667,Day trip,Short walk (5-15 mn),Easy to find,,Don't know,Regional Classic,All surfers,Regular,Reef-coral,Right and left,Flat rocks,Fast; Powerful,Normal (50 to 150m),Normal (50 to 150m),North; NorthWest; NorthEast,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,High tide only,,Few surfers,Ultra crowded,
sunabe,Japan,Okinawa,,,26.3260333333,127.740783333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Ordinary; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 2m-2.5m / 6ft-8ft and holds up to ,All tides,,Few surfers,Crowded,
tengan_pier,Japan,Okinawa,,,26.4044833333,127.848583333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Normal,All surfers,Sometimes break,Reef-coral,Right,Reef (coral; sharp rocks etc..),Ordinary,Short (&amp;lt; 50m),Long (150 to 300 m),West,West; SouthWest; South,Starts working at 1.5m-2m /5ft-6ft and holds up to ,,,,,
white_beach,Japan,Okinawa,,,26.29465,127.910733333,Take a car,Short walk (5-15 mn),OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Beach-break,Left,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),East; NorthEast,,Starts working at 3m-3.5m / 10ft-12ft and holds up to 4m+ / 12ft,Low and mid tide,Rising and falling tides,Crowded,Ultra crowded,
chi-pa,Japan,Kanagawa_Chiba,,,,,Take a car,Instant access (&amp;lt; 5min),Hard to find,Public access,4x4,Normal,All surfers,Don't know,,,Sandy,Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest,NorthEast,Starts working at  and holds up to ,Low and mid tide,,Few surfers,Few surfers,
dolphin_point__nahama_,Japan,Kanagawa_Chiba,,,,,Day trip,Short walk (5-15 mn),Hard to find,Public access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Sandy with rock,Hollow; Powerful,Normal (50 to 150m),Normal (50 to 150m),North; South; SouthEast; East; NorthEast,,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,Mid tide,Rising tide,Few surfers,Few surfers,
hebara,Japan,Kanagawa_Chiba,,,,,,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy with rock,Hollow; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; SouthEast; East; NorthEast,West,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,,Crowded,Ultra crowded,
Ichinomiya,Japan,Kanagawa_Chiba,,,,,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,Fun,Normal (50 to 150m),Normal (50 to 150m),South; SouthEast,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Empty,Ultra crowded,
inamuragasaki,Japan,Kanagawa_Chiba,,,35.3014666667,139.525416667,Don't know,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Left,Reef (coral;sharp rocks etc..) with sand,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest; South; SouthEast,North; NorthWest; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,All tides,,Crowded,Ultra crowded,
irita_hama,Japan,Kanagawa_Chiba,,,34.6580666667,138.9265,Week-end trip,Instant access (&amp;lt; 5min),Don't know,Don't know,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,,Normal (50 to 150m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,
Jogashima,Japan,Kanagawa_Chiba,,,35.1299166667,139.619916667,Day trip,Good walk (15-30 mn),Don't know,Public access,Don't know,,Experienced surfers,,Sand-bar,Right and left,Sandy with rock,,,,,,Starts working at  and holds up to ,,,Empty,Empty,
Kamogawa__Chiba,Japan,Kanagawa_Chiba,,,35.1062833333,140.103833333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Don't know,Beach-break,Right and left,Sandy,,Don't know,Don't know,Don't know,Don't know,Starts working at Don't know and holds up to Don't know,Don't know,Don't know,Few surfers,Crowded,
katagai,Japan,Kanagawa_Chiba,,,35.5334166667,140.461233333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Very consistent (150 day/year),Breakwater/jetty,Right and left,Sandy,Fun,Normal (50 to 150m),Long (150 to 300 m),South; SouthEast; East; NorthEast,North; NorthWest; West; NorthEast,Starts working at Less than 1m / 3ft and holds up to 4m+ / 12ft,All tides,Rising and falling tides,Crowded,Ultra crowded,
kugenuma,Japan,Kanagawa_Chiba,,,35.31445,139.468566667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Rivermouth,Left,Sandy,Ordinary,Normal (50 to 150m),,,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Ultra crowded,
malibu,Japan,Kanagawa_Chiba,,,,,,Instant access (&amp;lt; 5min),Easy to find,,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Right,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,,Crowded,Ultra crowded,
Mera,Japan,Kanagawa_Chiba,,,,,Take a car,,,,Don't know,Regional Classic,Experienced surfers,Don't know,Reef-rocky,Left,Reef (coral; sharp rocks etc..),Hollow,,,SouthWest; South; SouthEast,North; NorthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to ,,,,,
Nagai,Japan,Kanagawa_Chiba,,,35.1931666667,139.601216667,Take a car,Instant access (&amp;lt; 5min),Hard to find,Private access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Reef-rocky,Right,Reef (coral; sharp rocks etc..),,Normal (50 to 150m),Long (150 to 300 m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 5m / 16 ft and over,Low and mid tide,Don't know,Empty,Empty,
Onjuku,Japan,Kanagawa_Chiba,,,35.1867166667,140.35,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Ordinary,Short (&amp;lt; 50m),Normal (50 to 150m),South; SouthEast; East,North; NorthWest,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Low and mid tide,Rising and falling tides,Few surfers,Crowded,
osaki,Japan,Kanagawa_Chiba,,,35.2918,139.557416667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Normal,Experienced surfers,Sometimes break,Point-break,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest,West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Few surfers,Crowded,
